scrap_id,folder,scrap_area_in2,fixed_main_triangles,fixed_main_recovery_pct,fixed_anti_triangles,fixed_anti_recovery_pct,best_orientation_triangles,best_orientation_recovery_pct,greedy_triangles,greedy_recovery_pct
fabscrap_scraps9_Polygon-4,fabscrap,105.3664,180,85.4162,180,85.4162,180,85.4162,180,85.4162
bag1_scrap1_Polygon-2,bag1,96.9210,161,83.0573,160,82.5414,161,83.0573,161,83.0573
bag1_scrap1_Polygon-4,bag1,135.6211,243,89.5878,243,89.5878,243,89.5878,244,89.9565
bag1_scrap1_Polygon-3,bag1,120.4320,210,87.1862,211,87.6013,211,87.6013,211,87.6013
bag1_scrap1_Polygon-5,bag1,72.6440,116,79.8414,115,79.1531,116,79.8414,119,81.9063
bag1_scrap4_Polygon-2,bag1,26.1979,38,72.5250,41,78.2507,41,78.2507,41,78.2507
bag1_scrap4_Polygon-7,bag1,162.9104,275,84.4022,274,84.0953,275,84.4022,275,84.4022
bag1_scrap4_Polygon-3,bag1,60.5483,104,85.8819,104,85.8819,104,85.8819,104,85.8819
bag1_scrap4_Polygon-5,bag1,36.5174,60,82.1526,60,82.1526,60,82.1526,60,82.1526
bag1_scrap4_Polygon-4,bag1,23.4287,32,68.2924,32,68.2924,32,68.2924,32,68.2924
bag1_scrap4_Polygon-6,bag1,32.2565,47,72.8535,48,74.4036,48,74.4036,49,75.9537
bag1_scrap3_Polygon-2,bag1,27.2031,40,73.5211,40,73.5211,40,73.5211,40,73.5211
bag1_scrap3_Polygon-4,bag1,200.2724,345,86.1327,345,86.1327,345,86.1327,345,86.1327
bag1_scrap3_Polygon-5,bag1,47.8742,72,75.1971,72,75.1971,72,75.1971,72,75.1971
bag1_scrap3_Polygon-3,bag1,134.2807,227,84.5244,227,84.5244,227,84.5244,228,84.8968
bag1_scrap9_Polygon-5,bag1,58.7794,91,77.4081,92,78.2587,92,78.2587,93,79.1094
bag1_scrap9_Polygon-4,bag1,80.4361,122,75.8366,124,77.0798,124,77.0798,124,77.0798
bag1_scrap9_Polygon-3,bag1,160.4398,236,73.5478,240,74.7944,240,74.7944,240,74.7944
bag1_scrap9_Polygon-2,bag1,168.9545,252,74.5763,254,75.1682,254,75.1682,254,75.1682
bag1_scrap5_Polygon-5,bag1,28.3991,50,88.0310,50,88.0310,50,88.0310,50,88.0310
bag1_scrap5_Polygon-3,bag1,51.4169,90,87.5199,90,87.5199,90,87.5199,90,87.5199
bag1_scrap5_Polygon-6,bag1,38.8354,56,72.0991,56,72.0991,56,72.0991,56,72.0991
bag1_scrap5_Polygon-7,bag1,154.4542,275,89.0232,274,88.6994,275,89.0232,275,89.0232
bag1_scrap5_Polygon-2,bag1,57.1075,99,86.6786,98,85.8030,99,86.6786,99,86.6786
bag1_scrap5_Polygon-4,bag1,28.4587,50,87.8466,50,87.8466,50,87.8466,50,87.8466
bag1_scrap8_Polygon-3,bag1,159.8816,237,74.1174,235,73.4919,237,74.1174,237,74.1174
bag1_scrap8_Polygon-4,bag1,160.9671,242,75.1706,241,74.8600,242,75.1706,243,75.4813
bag1_scrap8_Polygon-2,bag1,92.0564,130,70.6089,128,69.5226,130,70.6089,130,70.6089
bag1_scrap8_Polygon-5,bag1,136.9152,218,79.6113,218,79.6113,218,79.6113,220,80.3417
bag1_scrap2_Polygon-2,bag1,158.7974,239,75.2531,238,74.9383,239,75.2531,239,75.2531
bag1_scrap2_Polygon-6,bag1,156.2697,230,73.5907,232,74.2306,232,74.2306,232,74.2306
bag1_scrap2_Polygon-5,bag1,34.9565,57,81.5298,56,80.0995,57,81.5298,57,81.5298
bag1_scrap2_Polygon-3,bag1,98.2875,154,78.3416,156,79.3590,156,79.3590,156,79.3590
bag1_scrap2_Polygon-4,bag1,44.6530,74,82.8612,75,83.9809,75,83.9809,75,83.9809
bag1_scrap6_Polygon-5,bag1,187.2892,324,86.4973,325,86.7642,325,86.7642,325,86.7642
bag1_scrap6_Polygon-2,bag1,159.3851,272,85.3279,272,85.3279,272,85.3279,272,85.3279
bag1_scrap6_Polygon-4,bag1,88.8815,152,85.5071,152,85.5071,152,85.5071,152,85.5071
bag1_scrap6_Polygon-3,bag1,43.9435,69,78.5098,68,77.3720,69,78.5098,69,78.5098
bag1_scrap7_Polygon-3,bag1,107.6437,192,89.1831,192,89.1831,192,89.1831,192,89.1831
bag1_scrap7_Polygon-6,bag1,62.3181,103,82.6405,102,81.8382,103,82.6405,103,82.6405
bag1_scrap7_Polygon-2,bag1,151.5873,248,81.8011,248,81.8011,248,81.8011,248,81.8011
bag1_scrap7_Polygon-4,bag1,36.0990,56,77.5646,56,77.5646,56,77.5646,56,77.5646
bag1_scrap7_Polygon-5,bag1,33.2752,56,84.1467,56,84.1467,56,84.1467,56,84.1467
bag1_scrap7_Polygon-7,bag1,79.3565,126,79.3886,126,79.3886,126,79.3886,126,79.3886
bag1_scrap10_Polygon-3,bag1,97.2881,162,83.2579,160,82.2300,162,83.2579,162,83.2579
bag1_scrap10_Polygon-4,bag1,181.2696,287,79.1639,283,78.0605,287,79.1639,288,79.4397
bag1_scrap10_Polygon-2,bag1,118.3808,200,84.4732,200,84.4732,200,84.4732,200,84.4732
bag4_scrap1_Polygon-2,bag4,162.6969,284,87.2788,282,86.6642,284,87.2788,284,87.2788
bag4_scrap1_Polygon-4,bag4,94.2621,158,83.8089,157,83.2785,158,83.8089,159,84.3393
bag4_scrap1_Polygon-3,bag4,129.1215,235,90.9996,234,90.6124,235,90.9996,235,90.9996
bag4_scrap4_Polygon-2,bag4,141.5060,226,79.8553,229,80.9153,229,80.9153,229,80.9153
bag4_scrap4_Polygon-3,bag4,267.5219,480,89.7123,480,89.7123,480,89.7123,480,89.7123
bag4_scrap3_Polygon-2,bag4,26.9453,37,68.6575,37,68.6575,37,68.6575,40,74.2243
bag4_scrap3_Polygon-4,bag4,27.0625,38,70.2077,37,68.3602,38,70.2077,38,70.2077
bag4_scrap3_Polygon-12,bag4,27.0170,39,72.1767,35,64.7740,39,72.1767,39,72.1767
bag4_scrap3_Polygon-5,bag4,28.1222,40,71.1182,38,67.5623,40,71.1182,42,74.6741
bag4_scrap3_Polygon-14,bag4,27.4889,38,69.1188,37,67.2999,38,69.1188,39,70.9377
bag4_scrap3_Polygon-6,bag4,224.2546,374,83.3874,376,83.8333,376,83.8333,376,83.8333
bag4_scrap3_Polygon-10,bag4,29.7604,50,84.0044,50,84.0044,50,84.0044,50,84.0044
bag4_scrap3_Polygon-7,bag4,87.8100,136,77.4399,138,78.5788,138,78.5788,138,78.5788
bag4_scrap3_Polygon-9,bag4,27.1759,38,69.9150,37,68.0751,38,69.9150,38,69.9150
bag4_scrap3_Polygon-3,bag4,26.3866,36,68.2165,37,70.1114,37,70.1114,39,73.9012
bag4_scrap3_Polygon-11,bag4,29.6797,48,80.8635,49,82.5481,49,82.5481,49,82.5481
bag4_scrap3_Polygon-8,bag4,27.9357,39,69.8033,40,71.5931,40,71.5931,43,76.9626
bag4_scrap3_Polygon-13,bag4,26.7423,35,65.4395,36,67.3092,36,67.3092,36,67.3092
bag4_scrap5_Polygon-5,bag4,43.4091,68,78.3245,66,76.0209,68,78.3245,68,78.3245
bag4_scrap5_Polygon-3,bag4,189.8239,341,89.8201,342,90.0835,342,90.0835,343,90.3469
bag4_scrap5_Polygon-2,bag4,141.2127,212,75.0641,214,75.7722,214,75.7722,214,75.7722
bag4_scrap5_Polygon-4,bag4,45.2820,64,70.6682,64,70.6682,64,70.6682,64,70.6682
bag4_scrap2_Polygon-2,bag4,263.3377,491,93.2263,490,93.0364,491,93.2263,491,93.2263
bag4_scrap2_Polygon-3,bag4,178.1243,285,80.0003,283,79.4389,285,80.0003,285,80.0003
bag4_scrap6_Polygon-5,bag4,36.0925,59,81.7343,58,80.3490,59,81.7343,59,81.7343
bag4_scrap6_Polygon-2,bag4,221.2233,408,92.2145,408,92.2145,408,92.2145,408,92.2145
bag4_scrap6_Polygon-4,bag4,43.0269,74,85.9928,72,83.6686,74,85.9928,74,85.9928
bag4_scrap6_Polygon-3,bag4,58.1054,90,77.4455,90,77.4455,90,77.4455,90,77.4455
bag4_scrap6_Polygon-7,bag4,39.8470,57,71.5236,59,74.0332,59,74.0332,60,75.2880
bag4_scrap6_Polygon-6,bag4,34.7313,56,80.6188,56,80.6188,56,80.6188,56,80.6188
bag4_scrap7_Polygon-3,bag4,90.9991,146,80.2206,149,81.8690,149,81.8690,149,81.8690
bag4_scrap7_Polygon-2,bag4,171.3283,300,87.5512,302,88.1349,302,88.1349,302,88.1349
bag4_scrap7_Polygon-4,bag4,72.4938,120,82.7657,120,82.7657,120,82.7657,120,82.7657
bag4_scrap7_Polygon-5,bag4,228.2578,398,87.1821,399,87.4012,399,87.4012,399,87.4012
bag4_scrap9_Polygon-3,bag4,205.4788,340,82.7336,340,82.7336,340,82.7336,340,82.7336
bag4_scrap9_Polygon-2,bag4,150.8326,260,86.1883,263,87.1828,263,87.1828,263,87.1828
bag4_scrap8_Polygon-2,bag4,507.4470,924,91.0440,926,91.2411,926,91.2411,926,91.2411
etsybag_scrap10_Polygon-11,etsybag,6.3836,8,62.6607,8,62.6607,8,62.6607,8,62.6607
etsybag_scrap10_Polygon-22,etsybag,6.3549,8,62.9435,8,62.9435,8,62.9435,8,62.9435
etsybag_scrap10_Polygon-5,etsybag,5.6898,8,70.3010,8,70.3010,8,70.3010,8,70.3010
etsybag_scrap10_Polygon-14,etsybag,5.9851,8,66.8331,8,66.8331,8,66.8331,8,66.8331
etsybag_scrap10_Polygon-19,etsybag,11.6675,16,68.5663,16,68.5663,16,68.5663,16,68.5663
etsybag_scrap10_Polygon-10,etsybag,6.2115,8,64.3964,8,64.3964,8,64.3964,8,64.3964
etsybag_scrap10_Polygon-18,etsybag,11.3104,16,70.7314,16,70.7314,16,70.7314,16,70.7314
etsybag_scrap10_Polygon-9,etsybag,5.3288,7,65.6812,6,56.2982,7,65.6812,7,65.6812
etsybag_scrap10_Polygon-28,etsybag,6.0725,8,65.8711,8,65.8711,8,65.8711,8,65.8711
etsybag_scrap10_Polygon-3,etsybag,6.4745,8,61.7804,8,61.7804,8,61.7804,8,61.7804
etsybag_scrap10_Polygon-24,etsybag,6.3630,8,62.8637,8,62.8637,8,62.8637,8,62.8637
etsybag_scrap10_Polygon-27,etsybag,6.1253,8,65.3028,8,65.3028,8,65.3028,8,65.3028
etsybag_scrap10_Polygon-32,etsybag,9.1737,12,65.4045,12,65.4045,12,65.4045,12,65.4045
etsybag_scrap10_Polygon-17,etsybag,6.5204,8,61.3459,8,61.3459,8,61.3459,8,61.3459
etsybag_scrap10_Polygon-21,etsybag,6.1974,8,64.5430,8,64.5430,8,64.5430,8,64.5430
etsybag_scrap10_Polygon-25,etsybag,6.2733,8,63.7621,8,63.7621,8,63.7621,8,63.7621
etsybag_scrap10_Polygon-15,etsybag,5.9276,8,67.4811,8,67.4811,8,67.4811,8,67.4811
etsybag_scrap10_Polygon-12,etsybag,5.9414,8,67.3244,8,67.3244,8,67.3244,8,67.3244
etsybag_scrap10_Polygon-4,etsybag,6.5894,8,60.7032,8,60.7032,8,60.7032,8,60.7032
etsybag_scrap10_Polygon-2,etsybag,5.7274,8,69.8397,8,69.8397,8,69.8397,8,69.8397
etsybag_scrap10_Polygon-8,etsybag,5.8991,8,67.8069,8,67.8069,8,67.8069,8,67.8069
etsybag_scrap10_Polygon-6,etsybag,5.8226,8,68.6981,8,68.6981,8,68.6981,8,68.6981
etsybag_scrap10_Polygon-30,etsybag,5.9620,8,67.0911,8,67.0911,8,67.0911,8,67.0911
etsybag_scrap10_Polygon-20,etsybag,5.8608,8,68.2502,8,68.2502,8,68.2502,8,68.2502
etsybag_scrap10_Polygon-23,etsybag,6.2746,8,63.7494,8,63.7494,8,63.7494,8,63.7494
etsybag_scrap10_Polygon-7,etsybag,5.7983,8,68.9856,8,68.9856,8,68.9856,8,68.9856
etsybag_scrap10_Polygon-31,etsybag,9.3590,11,58.7669,10,53.4244,11,58.7669,11,58.7669
etsybag_scrap10_Polygon-13,etsybag,5.9045,8,67.7453,8,67.7453,8,67.7453,8,67.7453
etsybag_scrap10_Polygon-16,etsybag,6.3149,8,63.3420,8,63.3420,8,63.3420,8,63.3420
etsybag_scrap10_Polygon-29,etsybag,6.9077,8,57.9060,8,57.9060,8,57.9060,8,57.9060
etsybag_scrap10_Polygon-26,etsybag,5.8875,8,67.9400,8,67.9400,8,67.9400,8,67.9400
etsybag_scrap1_Polygon-2,etsybag,6.4221,8,62.2851,8,62.2851,8,62.2851,8,62.2851
etsybag_scrap1_Polygon-7,etsybag,25.4298,40,78.6479,40,78.6479,40,78.6479,40,78.6479
etsybag_scrap1_Polygon-4,etsybag,6.1978,8,64.5388,8,64.5388,8,64.5388,8,64.5388
etsybag_scrap1_Polygon-6,etsybag,6.3160,8,63.3316,8,63.3316,8,63.3316,8,63.3316
etsybag_scrap1_Polygon-3,etsybag,12.6076,16,63.4540,16,63.4540,16,63.4540,16,63.4540
etsybag_scrap1_Polygon-5,etsybag,6.0195,8,66.4507,8,66.4507,8,66.4507,8,66.4507
etsybag_scrap1_Polygon-8,etsybag,15.0145,15,49.9516,14,46.6215,15,49.9516,15,49.9516
etsybag_scrap4_Polygon-2,etsybag,195.1454,344,88.1394,343,87.8832,344,88.1394,345,88.3956
etsybag_scrap4_Polygon-3,etsybag,53.0500,86,81.0556,87,81.9981,87,81.9981,87,81.9981
etsybag_scrap4_Polygon-5,etsybag,152.2593,239,78.4845,239,78.4845,239,78.4845,240,78.8129
etsybag_scrap4_Polygon-4,etsybag,147.2261,227,77.0923,228,77.4319,228,77.4319,229,77.7715
etsybag_scrap7_Polygon-8,etsybag,59.7056,101,84.5816,101,84.5816,101,84.5816,101,84.5816
etsybag_scrap7_Polygon-3,etsybag,39.9125,64,80.1754,64,80.1754,64,80.1754,64,80.1754
etsybag_scrap7_Polygon-6,etsybag,44.6901,72,80.5548,72,80.5548,72,80.5548,72,80.5548
etsybag_scrap7_Polygon-2,etsybag,5.8020,8,68.9422,8,68.9422,8,68.9422,8,68.9422
etsybag_scrap7_Polygon-4,etsybag,12.8290,16,62.3585,16,62.3585,16,62.3585,16,62.3585
etsybag_scrap7_Polygon-5,etsybag,76.5414,135,88.1876,134,87.5344,135,88.1876,135,88.1876
etsybag_scrap7_Polygon-7,etsybag,41.0809,64,77.8952,64,77.8952,64,77.8952,64,77.8952
etsybag_scrap3_Polygon-2,etsybag,34.0849,38,55.7431,38,55.7431,38,55.7431,38,55.7431
etsybag_scrap3_Polygon-4,etsybag,44.8067,70,78.1134,70,78.1134,70,78.1134,70,78.1134
etsybag_scrap3_Polygon-5,etsybag,33.3529,51,76.4551,48,71.9577,51,76.4551,51,76.4551
etsybag_scrap3_Polygon-6,etsybag,21.3197,29,68.0122,30,70.3575,30,70.3575,30,70.3575
etsybag_scrap3_Polygon-7,etsybag,78.0322,137,87.7843,137,87.7843,137,87.7843,138,88.4251
etsybag_scrap3_Polygon-3,etsybag,41.3341,60,72.5792,60,72.5792,60,72.5792,60,72.5792
etsybag_scrap8_Polygon-6,etsybag,24.9089,32,64.2341,32,64.2341,32,64.2341,32,64.2341
etsybag_scrap8_Polygon-9,etsybag,25.2700,32,63.3161,32,63.3161,32,63.3161,32,63.3161
etsybag_scrap8_Polygon-3,etsybag,25.5496,32,62.6234,33,64.5804,33,64.5804,33,64.5804
etsybag_scrap8_Polygon-7,etsybag,25.6808,32,62.3034,32,62.3034,32,62.3034,32,62.3034
etsybag_scrap8_Polygon-4,etsybag,26.6365,50,93.8561,50,93.8561,50,93.8561,50,93.8561
etsybag_scrap8_Polygon-2,etsybag,26.4672,34,64.2305,35,66.1196,35,66.1196,35,66.1196
etsybag_scrap8_Polygon-10,etsybag,25.2873,41,81.0683,40,79.0911,41,81.0683,41,81.0683
etsybag_scrap8_Polygon-5,etsybag,25.5316,41,80.2926,40,78.3342,41,80.2926,41,80.2926
etsybag_scrap8_Polygon-8,etsybag,25.6980,33,64.2073,33,64.2073,33,64.2073,33,64.2073
etsybag_scrap2_Polygon-2,etsybag,104.8478,189,90.1307,188,89.6538,189,90.1307,189,90.1307
etsybag_scrap2_Polygon-6,etsybag,5.8820,8,68.0038,8,68.0038,8,68.0038,8,68.0038
etsybag_scrap2_Polygon-7,etsybag,6.0027,8,66.6369,8,66.6369,8,66.6369,8,66.6369
etsybag_scrap2_Polygon-5,etsybag,25.1485,32,63.6221,32,63.6221,32,63.6221,32,63.6221
etsybag_scrap2_Polygon-9,etsybag,6.3979,8,62.5202,8,62.5202,8,62.5202,8,62.5202
etsybag_scrap2_Polygon-3,etsybag,25.6734,35,68.1639,36,70.1115,36,70.1115,39,75.9541
etsybag_scrap2_Polygon-4,etsybag,25.0251,32,63.9359,32,63.9359,32,63.9359,32,63.9359
etsybag_scrap2_Polygon-8,etsybag,6.3702,8,62.7925,8,62.7925,8,62.7925,8,62.7925
etsybag_scrap5_Polygon-3,etsybag,53.8152,90,83.6195,90,83.6195,90,83.6195,90,83.6195
etsybag_scrap5_Polygon-2,etsybag,386.6918,720,93.0974,720,93.0974,720,93.0974,720,93.0974
etsybag_scrap5_Polygon-4,etsybag,22.1749,32,72.1536,32,72.1536,32,72.1536,32,72.1536
etsybag_scrap6_Polygon-2,etsybag,135.7742,237,87.2772,237,87.2772,237,87.2772,238,87.6455
etsybag_scrap6_Polygon-4,etsybag,220.3943,373,84.6211,374,84.8479,374,84.8479,375,85.0748
etsybag_scrap6_Polygon-3,etsybag,92.7867,163,87.8358,164,88.3747,164,88.3747,164,88.3747
etsybag_scrap9_Polygon-4,etsybag,14.8152,19,64.1232,19,64.1232,19,64.1232,22,74.2479
etsybag_scrap9_Polygon-3,etsybag,87.7630,150,85.4575,150,85.4575,150,85.4575,150,85.4575
etsybag_scrap9_Polygon-2,etsybag,181.3073,322,88.7995,322,88.7995,322,88.7995,322,88.7995
linen_scrap2-3_Polygon6,linen,41.4857,67,80.7508,67,80.7508,67,80.7508,68,81.9560
linen_scrap2-3_Polygon2,linen,48.1104,75,77.9458,74,76.9065,75,77.9458,75,77.9458
linen_scrap2-3_Polygon4,linen,59.5424,108,90.6916,110,92.3711,110,92.3711,110,92.3711
linen_scrap2-3_Polygon3,linen,52.3341,84,80.2537,84,80.2537,84,80.2537,84,80.2537
linen_scrap2-3_Polygon5,linen,41.3984,63,76.0899,64,77.2977,64,77.2977,64,77.2977
linen_scrap3-1_Polygon4,linen,47.3656,70,73.8933,70,73.8933,70,73.8933,70,73.8933
linen_scrap3-1_Polygon6,linen,39.6546,63,79.4360,63,79.4360,63,79.4360,64,80.6969
linen_scrap3-1_Polygon7,linen,51.0356,84,82.2955,84,82.2955,84,82.2955,84,82.2955
linen_scrap3-1_Polygon2,linen,38.2235,60,78.4857,60,78.4857,60,78.4857,60,78.4857
linen_scrap3-1_Polygon8,linen,49.3468,80,81.0589,80,81.0589,80,81.0589,80,81.0589
linen_scrap3-1_Polygon3,linen,33.5530,50,74.5090,50,74.5090,50,74.5090,50,74.5090
linen_scrap3-1_Polygon5,linen,38.3794,60,78.1670,60,78.1670,60,78.1670,60,78.1670
linen_scrap2-2_Polygon9,linen,28.8237,44,76.3260,43,74.5914,44,76.3260,44,76.3260
linen_scrap2-2_Polygon5,linen,37.3669,60,80.2850,60,80.2850,60,80.2850,60,80.2850
linen_scrap2-2_Polygon7,linen,30.0235,48,79.9374,49,81.6028,49,81.6028,49,81.6028
linen_scrap2-2_Polygon8,linen,39.5692,63,79.6074,63,79.6074,63,79.6074,64,80.8710
linen_scrap2-2_Polygon3,linen,40.2202,70,87.0210,71,88.2642,71,88.2642,71,88.2642
linen_scrap2-2_Polygon4,linen,35.9898,60,83.3569,60,83.3569,60,83.3569,60,83.3569
linen_scrap2-2_Polygon6,linen,29.2838,50,85.3714,50,85.3714,50,85.3714,50,85.3714
linen_scrap2-2_Polygon2,linen,38.1203,62,81.3214,60,78.6982,62,81.3214,62,81.3214
linen_scrap1-2_Polygon3,linen,59.5420,112,94.0513,112,94.0513,112,94.0513,112,94.0513
linen_scrap1-2_Polygon4,linen,50.9478,84,82.4373,84,82.4373,84,82.4373,84,82.4373
linen_scrap1-2_Polygon2,linen,52.6248,92,87.4112,90,85.5110,92,87.4112,92,87.4112
linen_scrap1-2_Polygon5,linen,53.2012,90,84.5845,88,82.7048,90,84.5845,90,84.5845
linen_scrap1-1_Polygon4,linen,64.2051,112,87.2205,112,87.2205,112,87.2205,112,87.2205
linen_scrap1-1_Polygon7,linen,57.5400,92,79.9444,92,79.9444,92,79.9444,94,81.6823
linen_scrap1-1_Polygon6,linen,62.5832,112,89.4809,112,89.4809,112,89.4809,112,89.4809
linen_scrap1-1_Polygon2,linen,60.9641,98,80.3751,98,80.3751,98,80.3751,98,80.3751
linen_scrap1-1_Polygon5,linen,68.3754,120,87.7508,121,88.4821,121,88.4821,121,88.4821
linen_scrap1-1_Polygon3,linen,68.7493,112,81.4553,112,81.4553,112,81.4553,112,81.4553
linen_scrap3-2_Polygon4,linen,22.1644,35,78.9555,34,76.6996,35,78.9555,35,78.9555
linen_scrap3-2_Polygon6,linen,18.2335,30,82.2660,31,85.0082,31,85.0082,31,85.0082
linen_scrap3-2_Polygon3,linen,16.3711,23,70.2456,22,67.1915,23,70.2456,23,70.2456
linen_scrap3-2_Polygon5,linen,24.5207,32,65.2509,32,65.2509,32,65.2509,32,65.2509
linen_scrap3-2_Polygon2,linen,14.5889,21,71.9727,20,68.5454,21,71.9727,21,71.9727
linen_scrap2-1_Polygon11,linen,13.8247,18,65.1011,18,65.1011,18,65.1011,18,65.1011
linen_scrap2-1_Polygon10,linen,16.7255,24,71.7466,24,71.7466,24,71.7466,24,71.7466
linen_scrap2-1_Polygon9,linen,15.1418,18,59.4380,18,59.4380,18,59.4380,18,59.4380
linen_scrap2-1_Polygon8,linen,14.8618,18,60.5579,18,60.5579,18,60.5579,18,60.5579
linen_scrap2-1_Polygon5,linen,3.1845,2,31.4024,2,31.4024,2,31.4024,2,31.4024
linen_scrap2-1_Polygon2,linen,20.5106,30,73.1331,30,73.1331,30,73.1331,30,73.1331
linen_scrap2-1_Polygon4,linen,19.1198,28,73.2226,29,75.8377,29,75.8377,29,75.8377
linen_scrap2-1_Polygon6,linen,7.7634,8,51.5235,8,51.5235,8,51.5235,8,51.5235
linen_scrap2-1_Polygon3,linen,16.9518,24,70.7890,24,70.7890,24,70.7890,24,70.7890
linen_scrap2-1_Polygon7,linen,11.4614,18,78.5242,18,78.5242,18,78.5242,18,78.5242
linen_scrap2-1_Polygon12,linen,15.2210,18,59.1286,18,59.1286,18,59.1286,18,59.1286
etsybag2_scraps1_Polygon-3,etsybag2,94.1696,166,88.1388,167,88.6698,167,88.6698,167,88.6698
etsybag2_scraps1_Polygon-2,etsybag2,65.2602,104,79.6810,104,79.6810,104,79.6810,104,79.6810
etsybag2_scraps1_Polygon-5,etsybag2,44.6442,72,80.6376,72,80.6376,72,80.6376,72,80.6376
etsybag2_scraps1_Polygon-4,etsybag2,59.6993,88,73.7027,88,73.7027,88,73.7027,88,73.7027
